GAIA_Source,CSC__2CXO
1.609891151430405e+18,J140829.2+562823
1.5120576676469202e+18,J141104.1+521755
1.5120034522767194e+18,J141114.3+520629
1.5079449787635118e+18,J141118.3+481257
3.6599350095297495e+18,J141315.3+000032
1.2609910980477637e+18,J141434.5+293428
1.4839674175967194e+18,J141449.5+361240
1.607880449605992e+18,J141500.4+520658
3.647887561840109e+18,J141501.7-002326
3.647884293370192e+18,J141508.2-002549
3.647882781541684e+18,J141519.5-003021
1.2254603067806804e+18,J141531.0+112712
1.2255096173008133e+18,J141531.4+113157
1.2254562179741512e+18,J141540.0+112406
1.253909001918616e+18,J141624.6+231614
1.2539089374947052e+18,J141627.3+231522
1.607896602979097e+18,J141639.9+521504
1.2596053655038556e+18,J141730.4+264456
3.673663305555619e+18,J141730.9+073320
1.608011295784808e+18,J141853.6+525023
1.2557169426321262e+18,J141855.4+244108
3.673769550161802e+18,J141908.2+075449
1.6080643128610693e+18,J141915.4+532759
3.6737715387318354e+18,J141927.0+075749
1.608008272127845e+18,J141943.8+524618
1.6080366532717128e+18,J141946.3+525942
3.672890692478815e+18,J141949.3+060654
3.67325428722978e+18,J141956.6+060749
1.4850343518965878e+18,J142048.6+394532
1.5067851357314688e+18,J142123.9+463318
1.6084197299950326e+18,J142134.4+531753
1.2398430570393165e+18,J142258.2+193322
1.2398668683378852e+18,J142259.8+193536
1.608429999261018e+18,J142301.0+533311
1.2554255419863583e+18,J142315.5+235817
1.5064878166187912e+18,J142342.0+454111
1.5066656969846328e+18,J142433.8+461543
1.49202834965675e+18,J142435.9+421030
1.254357435159465e+18,J142438.1+225600
1.4799300796194852e+18,J142439.8+344454
1.2564603155719004e+18,J142452.0+263715
1.4779202367861965e+18,J142507.3+323137
1.4795066946261809e+18,J142511.3+332026
1.4797515421219348e+18,J142512.9+340030
1.4795627697195638e+18,J142543.3+335543
1.479546075184896e+18,J142557.6+334626
1.4795698134659535e+18,J142607.7+340426
1.492852291886794e+18,J142610.5+441124
1.479564457644925e+18,J142616.5+335326
1.47956456072414e+18,J142620.4+335436
1.4795417071998868e+18,J142622.6+334202
1.4798587144423488e+18,J142645.1+342724
1.479974227586476e+18,J142651.5+351924
1.4928487528337224e+18,J142716.0+440718
1.4803486112955533e+18,J142734.8+352543
1.2872859486900664e+18,J142754.9+330009
1.4803610151608794e+18,J142810.3+353846
1.4803611525998387e+18,J142817.7+354021
1.4795981989063503e+18,J142836.2+335819
1.47970711927706e+18,J142900.3+344326
1.284397226701759e+18,J142904.6+294342
1.4796813108169175e+18,J142917.2+342130
1.479686159836644e+18,J142918.1+343024
1.480306765431144e+18,J142924.2+353013
1.4795898451931845e+18,J142942.6+335655
1.4877113191121377e+18,J142943.6+385932
1.4803177949071544e+18,J142959.5+353027
1.48028875663129e+18,J143016.1+351923
1.4796430383649823e+18,J143026.7+343023
1.2870078796241656e+18,J143031.7+322145
1.4796101861583186e+18,J143034.8+335945
1.4796419732131328e+18,J143040.9+342857
1.4796253388031045e+18,J143102.2+341958
1.4878629529338836e+18,J143120.5+395241
1.4796210481324045e+18,J143132.1+341417
1.28732625696167e+18,J143156.4+325137
1.4799956723597908e+18,J143157.9+341650
1.480003059703554e+18,J143200.8+343123
1.4800100304335473e+18,J143201.7+343526
1.6110040633569915e+18,J143205.5+575516
1.4804183658606932e+18,J143210.9+354620
1.480012199393964e+18,J143217.0+344017
1.480049685869074e+18,J143217.0+345228
1.2878422672138068e+18,J143219.5+341728
1.2873426809159194e+18,J143220.1+331511
3.652991666614855e+18,J143244.4-005914
1.6052111489067515e+18,J143310.5+525830
3.669218946412568e+18,J143352.2+052729
1.4801565790143644e+18,J143429.7+351731
1.4801697731539067e+18,J143447.7+353409
1.4881757596963507e+18,J143525.2+400112
1.287800936745533e+18,J143529.1+340440
1.4801957147564385e+18,J143530.9+354401
1.2878161538129915e+18,J143543.7+342906
1.4801736214445783e+18,J143624.6+352536
1.2875961527058145e+18,J143628.0+335524
1.2879614654428897e+18,J143633.0+344253
1.2876068729442104e+18,J143737.0+341030
1.2880084309087406e+18,J143756.4+351937
1.2940311132252268e+18,J143830.2+353915
1.493158544530408e+18,J143835.9+431459
3.656585725312862e+18,J143859.0+033547
3.648088188352578e+18,J144009.7-034311
6.28546604533585e+18,J144223.8-171511
3.654859388977959e+18,J144231.7+011055
1.1744408025894313e+18,J144250.1+092001
1.605626283266115e+18,J144300.6+520137
1.6170263591242204e+18,J144340.6+585653
3.6505204068565673e+18,J144441.5-012321
3.652252137671135e+18,J144554.7+012903
1.174466503672718e+18,J144647.3+091605
1.1784313769622472e+18,J144709.5+114715
1.4889335680213837e+18,J144712.1+404259
1.1735325759198543e+18,J144728.3+082939
1.1735195879387494e+18,J144738.2+082546
3.65019124056361e+18,J144741.7-020338
1.1579607381963853e+18,J144842.4+042403
1.5902627729310766e+18,J144848.7+474041
1.5902611580237773e+18,J144852.1+473509
1.49014567221589e+18,J144920.7+422101
1.6203075809949074e+18,J144921.6+631614
3.65187267301551e+18,J144932.7+002236
1.620308195174067e+18,J144935.9+631835
1.6139218536832548e+18,J144948.4+581046
1.6139239839870735e+18,J145006.9+581456
3.651046012070582e+18,J145123.0-000626
1.6139187269467195e+18,J145125.9+580840
5.893528770428336e+18,J145133.1-554038
1.4902851727543444e+18,J145203.0+430542
1.61389426710901e+18,J145206.4+580626
1.6138940222956598e+18,J145207.3+580454
1.2819329462660792e+18,J145210.5+292409
1.4902852414732426e+18,J145215.6+430448
1.6138903844585925e+18,J145248.7+580255
1.6138929614389535e+18,J145256.5+580844
5.800163843613786e+18,J145600.0-684339
1.2623863095838008e+18,J145657.7+221315
1.2623887448294444e+18,J145710.8+221844
1.2623871342177782e+18,J145713.0+221449
6.205715168442046e+18,J145821.9-314007
5.874930359426632e+18,J145930.2-605320
1.262939604451007e+18,J150113.1+232908
1.1533872165010276e+18,J150121.9+014401
1.585303009120953e+18,J150140.9+421834
1.1533921299436165e+18,J150148.8+014403
1.269719124427584e+18,J150228.7+285815
1.1802209695757097e+18,J150243.0+111557
6.004760245736758e+18,J150333.9-415223
1.1531160193816302e+18,J150345.7+010816
6.339483638564229e+18,J150422.1-024556
6.004744264155373e+18,J150423.0-420106
6.312426826364361e+18,J150706.3-122515
1.6004644884904366e+18,J150721.0+554559
4.420236133221272e+18,J150829.5+014800
1.2903740344723932e+18,J150842.1+332802
1.2903740301764552e+18,J150842.2+332805
5.880014466821395e+18,J150903.5-584821
1.6129699171364815e+18,J150935.8+570325
1.29036688764683e+18,J151004.5+333355
1.2903676779207685e+18,J151041.1+333504
1.1569884649751475e+18,J151106.4+054122
1.1569962989954954e+18,J151133.6+054546
1.166541086420825e+18,J151143.0+075656
6.227961277973019e+18,J151317.4-240030
1.1634188857154053e+18,J151323.0+071043
1.2764018873835392e+18,J151451.7+311654
1.2921233918313006e+18,J151457.6+364817
1.600599517966257e+18,J151545.0+553518
1.6005872901948795e+18,J151608.0+553224
1.2121434041982006e+18,J151653.2+190048
1.1631905351892644e+18,J151717.0+070325
4.415731262283675e+18,J152005.8-003803
1.599341745383363e+18,J152144.8+525448
1.163703349989263e+18,J152151.4+074825
1.2721474645788928e+18,J152157.4+285918
1.1636973756900562e+18,J152158.8+074206
1.165719033976639e+18,J152424.5+095829
1.2141928938723354e+18,J152436.0+212308
1.2721786288616594e+18,J152442.5+292701
1.2736798058307154e+18,J152449.0+292721
1.5956580764883804e+18,J152553.9+513649
1.2734068177094712e+18,J152832.4+285751
1.6151415213156874e+18,J152922.2+592854
1.2775196096725345e+18,J153244.0+324246
1.2739804535413883e+18,J153304.0+302508
4.416284114770049e+18,J153313.9-003744
1.639635792820325e+18,J153627.7+614641
1.4027162227229097e+18,J153650.2+500810
1.2241896192337234e+18,J153714.2+271610
5.88605587091558e+18,J153926.4-521918
1.390349804991697e+18,J153952.2+420356
1.3711607844660255e+18,J153954.1+342110
4.403407661081737e+18,J154023.6-031347
1.644560913422168e+18,J154140.9+662237
1.6445632498842588e+18,J154321.3+662154
1.2162199423413448e+18,J154749.6+205056
4.3992090771525417e+18,J154856.7-045933
1.2166221617361756e+18,J154947.2+212856
1.2040586264820818e+18,J155229.9+200721
1.3697022522282153e+18,J155252.4+320150
1.3718875272965146e+18,J155633.7+351757
1.3718846797294413e+18,J155651.1+351646
1.204372292235607e+18,J155848.4+204243
1.4050370512508078e+18,J155927.6+533054
1.3793364823480678e+18,J160207.6+380743
4.412510483488295e+18,J160227.3+015756
1.4047445811583084e+18,J160246.3+524358
1.384486487437393e+18,J160311.0+432928
1.385232643515427e+18,J160410.2+432614
1.3852315783635246e+18,J160421.7+432354
1.1992522831995464e+18,J160441.4+164538
1.3793754806508367e+18,J160455.3+381201
4.406550408912084e+18,J160517.7-010955
1.429104364350908e+18,J160519.0+542059
1.386024532406168e+18,J160550.9+440540
1.4290985876186332e+18,J160608.5+542206
1.4290975568267556e+18,J160630.6+542007
4.450498820685024e+18,J160843.9+071508
1.428929885599407e+18,J160913.1+535429
4.4514712699989903e+18,J160918.9+082416
1.4289291597485466e+18,J161007.1+535813
4.458174575779965e+18,J161027.4+130806
1.4289218454211564e+18,J161109.5+535807
1.4246493794575168e+18,J161111.6+513131
1.386564014658126e+18,J161156.2+451611
1.3185532461818235e+18,J161216.7+293423
1.4246507194872115e+18,J161245.6+511816
1.424585745221779e+18,J161330.8+510400
1.3176726404473748e+18,J161344.9+283014
1.3184815717674988e+18,J161347.7+290911
1.3869981155927332e+18,J161541.2+471111
5.935487817742197e+18,J161637.7-495844
1.3290630311548385e+18,J161718.0+345450
4.407322540952245e+18,J161751.9-001957
4.4503053366996654e+18,J161756.9+070526
5.935509395659727e+18,J161932.2-494430
5.934787944268963e+18,J162036.3-512935
1.3295173012559775e+18,J162120.6+355351
4.464900601941035e+18,J162142.0+151549
1.3295190192428938e+18,J162143.7+355534
1.3322351565606116e+18,J162157.2+381734
1.3320246000848476e+18,J162303.1+375520
1.3049985656191675e+18,J162327.2+263207
1.4313071628811622e+18,J162432.1+565228
1.331998589762342e+18,J162453.5+375806
1.3180860911785964e+18,J162622.0+295237
6.049096093613206e+18,J162738.3-243658
6.049095406419962e+18,J162739.4-243915
1.3325977849441595e+18,J162809.9+393213
6.04907764243521e+18,J162812.2-245044
1.4063596907243958e+18,J162845.6+442413
5.942210433690961e+18,J162912.8-460250
1.2990546401172424e+18,J162919.9+231919
1.3039160319969326e+18,J162933.6+253200
1.3327368431010417e+18,J163012.2+401304
1.332738114411354e+18,J163038.4+401553
4.438457965768363e+18,J163227.7+053709
1.327731694372718e+18,J163317.7+352018
1.35676618439317e+18,J163647.1+410335
1.298057039474558e+18,J163700.2+222114
1.3118855671528182e+18,J163712.0+294640
1.3108461120515584e+18,J163909.1+282447
1.4056952120402022e+18,J163950.4+434003
1.4259132380089313e+18,J164115.4+534411
1.3557065687178486e+18,J164154.2+400032
1.3557467008919992e+18,J164258.8+394837
1.356538035730777e+18,J164407.6+415748
1.356535321311728e+18,J164425.5+415808
1.3012393396590474e+18,J164442.5+261913
1.4058560800387604e+18,J164517.0+444736
1.4271649632780626e+18,J164656.3+551446
1.326935854112157e+18,J164813.8+350155
5.940085941013643e+18,J164818.2-461039
1.3269351626222945e+18,J164827.0+350017
1.3269171280546555e+18,J164858.5+344839
4.4345630446091126e+18,J165124.8+045722
1.3582018373413435e+18,J165158.5+432508
1.3149690444338278e+18,J165239.2+345745
4.379227476242701e+18,J165338.0-015836
5.966509541883498e+18,J165419.7-414911
5.971476070330297e+18,J165430.7-364923
5.966505762312173e+18,J165436.0-415338
1.3512834395984686e+18,J165637.0+371439
1.353629728691862e+18,J170124.6+395437
6.029390302722622e+18,J170212.5-300122
1.4127052515014513e+18,J170342.4+514848
1.438031024378437e+18,J170355.7+604511
1.4386762616097293e+18,J170817.8+615448
4.108865783346598e+18,J170930.3-263919
1.338134719342502e+18,J170942.5+342316
1.434145964466775e+18,J171133.6+584056
1.4341435249244134e+18,J171157.4+584259
1.4384798613446405e+18,J171419.2+611944
1.43734619613696e+18,J171450.4+601409
1.437427903594896e+18,J171520.1+601313
1.631064098954106e+18,J171535.9+632335
1.437423647283884e+18,J171544.0+600835
1.437426872802731e+18,J171545.5+601119
1.4342544768152617e+18,J171550.5+593548
1.333116891870468e+18,J171712.8+304616
5.972727348880922e+18,J171808.7-382604
1.4331547933885998e+18,J172025.6+575304
4.5740508048585216e+18,J172026.4+263815
1.3337747090615724e+18,J172256.8+321426
1.6337416202223887e+18,J172314.1+654746
1.4340948715344064e+18,J172354.0+592047
1.4160832218046863e+18,J172739.0+530229
1.4359143571197942e+18,J172858.1+603512
1.43442654608921e+18,J172958.7+575838
4.549031344751563e+18,J173442.6+160032
1.417621129333864e+18,J173550.2+535307
1.417622026982649e+18,J173551.9+535515
1.434548596175262e+18,J173801.1+583012
1.4345662570812897e+18,J173809.3+584253
1.4345532991636698e+18,J173836.1+583748
1.6333224958368246e+18,J175911.9+663512
2.1162262547064617e+18,J180730.2+455132
4.09416974520946e+18,J180912.3-202801
4.095103054465256e+18,J181025.5-192019
4.095091204665515e+18,J181027.4-192210
4.526229058440076e+18,J181037.3+174437
2.158980729992108e+18,J181429.7+612335
2.1590725349165576e+18,J181536.7+612711
2.1153371921793777e+18,J181635.9+451033
4.1466124984673183e+18,J181837.0-134529
4.146600644357558e+18,J181840.0-134700
4.1466003995470254e+18,J181849.1-134803
4.146600541278312e+18,J181853.2-134607
4.104196427943627e+18,J182615.0-145055
4.153330617614204e+18,J182809.2-114057
4.273725319764935e+18,J182922.7+011032
4.27373314949127e+18,J182939.8+011756
4.273733531743912e+18,J182953.6+011701
4.2737202345236506e+18,J182954.5+011446
4.273718963213324e+18,J182956.1+011057
4.2737202302296566e+18,J182957.4+011450
4.2737189632133233e+18,J182957.6+011053
4.273720028365218e+18,J182957.7+011405
4.2737217119924e+18,J182958.2+011521
4.273718958917361e+18,J182959.1+011120
4.273719959647254e+18,J183000.6+011340
4.273721849431353e+18,J183003.4+011619
4.273718928853829e+18,J183007.7+011204
4.273720402037837e+18,J183011.1+011237
4.153024090088033e+18,J183049.9-123219
2.091177318245328e+18,J183542.3+325845
2.154818455709329e+18,J183553.6+592330
4.2560953380152207e+18,J183723.5-060550
4.2564682443000223e+18,J183924.6-054959
4.258456195656673e+18,J184134.4-035234
4.258682317087489e+18,J184451.1-025611
4.2581605601481554e+18,J184501.5-043356
2.2660103872962432e+18,J184526.1+721101
4.2785360224388e+18,J184536.8+005147
4.258638096102005e+18,J184631.7-025440
4.258637374547595e+18,J184632.0-025724
4.26526072957018e+18,J185203.5-012839
4.266508881354197e+18,J185238.5+004019
6.731197167204783e+18,J190139.3-370207
4.310649153642824e+18,J190447.4+090241
2.1328091921584143e+18,J190935.7+493036
2.132762256756968e+18,J190940.4+493005
4.293463374574463e+18,J191001.2+050222
4.308913815029978e+18,J191058.8+090149
4.1841347071641446e+18,J191633.4-160751
4.183939681278309e+18,J191649.2-161322
4.319806230055329e+18,J192226.1+140554
4.292840226362457e+18,J192305.3+045719
2.130134698843129e+18,J192414.7+501519
2.1300867283508887e+18,J192457.3+501049
2.1259841111697285e+18,J192530.1+424840
2.1361372377594225e+18,J192606.3+505256
4.3165064925905454e+18,J192626.9+132205
4.314714082519343e+18,J193205.9+110413
2.032751263230257e+18,J193505.6+303421
2.032365334681094e+18,J193621.7+293455
2.0325254467085555e+18,J193840.1+303028
6.440702621729761e+18,J193939.0-634223
2.080472881056609e+18,J194016.1+463247
2.0763936929140367e+18,J194121.9+401202
2.0797161078193628e+18,J194718.8+444807
2.0282045421171863e+18,J194804.3+274209
2.0319395488021028e+18,J194935.4+301231
2.0288379982791304e+18,J195221.4+292453
2.079062040143356e+18,J195408.1+442216
2.030000280820201e+18,J195840.0+284554
2.0750742145591163e+18,J195859.7+404620
2.0310521398212465e+18,J200505.2+322120
2.0310516244189207e+18,J200521.6+322058
1.8367396073487547e+18,J200724.6+273304
2.0591466547672e+18,J201014.1+361035
2.0823838322651287e+18,J201048.9+453406
2.0617033628958853e+18,J201312.7+382659
2.062619152991163e+18,J201432.0+411249
2.0626197714622367e+18,J201432.4+411453
2.062617641162491e+18,J201514.3+411531
2.0606307205767183e+18,J201536.9+371123
2.060633022679604e+18,J201546.6+371532
2.060628414159564e+18,J201618.5+370925
2.0606164956448847e+18,J201622.7+370711
2.06044376924148e+18,J201740.2+362520
2.0683576416038528e+18,J201949.1+405209
2.068287272859992e+18,J202111.4+402804
2.057966393428544e+18,J202144.3+372230
2.2429197841235505e+18,J202206.7+613658
2.0611860426578545e+18,J202220.9+384329
2.0673509656898025e+18,J202929.5+401242
2.0678444789112013e+18,J203047.4+412646
2.0678020102744563e+18,J203122.0+410844
2.067842657845296e+18,J203127.7+412917
2.067841352176487e+18,J203137.2+412335
2.0678482198244e+18,J203141.6+412820
2.067828639068547e+18,J203145.3+411826
2.067821114288936e+18,J203146.8+410449
2.0678219732824044e+18,J203147.5+410638
2.067847502568384e+18,J203149.6+412826
2.0678294637057208e+18,J203151.3+412323
2.0678537216812047e+18,J203153.7+413729
2.0678274665414705e+18,J203159.6+411450
2.067745076187793e+18,J203206.2+404829
2.067835781598188e+18,J203213.8+412741
2.0678315252899776e+18,J203227.2+412156
2.0677766828481649e+18,J203233.4+411059
2.064710561533007e+18,J203236.8+401351
2.0677680972124567e+18,J203239.6+405041
2.0678330371184568e+18,J203246.4+412422
2.0678329683989745e+18,J203250.0+412344
2.06777180806424e+18,J203255.8+410136
2.067772048582426e+18,J203258.9+410430
2.0677847230277696e+18,J203259.0+411759
2.0677848304055035e+18,J203259.1+411937
2.067832624801783e+18,J203259.1+412425
2.0677829363205865e+18,J203259.6+411514
2.0677828375406607e+18,J203259.7+411419
2.0677845168693345e+18,J203303.8+411736
2.0679278012763151e+18,J203305.7+413150
2.0677836235153536e+18,J203310.7+411508
2.0677836278148503e+18,J203311.0+411445
2.0677770651041864e+18,J203314.3+410310
2.0679268048438927e+18,J203315.2+412956
2.0677850709236613e+18,J203315.7+412017
2.0677834560159365e+18,J203317.3+411454
2.0677852083628265e+18,J203318.0+412136
2.0677586482843748e+18,J203318.2+405610
2.067783868332806e+18,J203318.2+411739
2.067780329281488e+18,J203323.0+411222
2.0677800544018207e+18,J203326.7+411059
2.0678782158751468e+18,J203333.6+412152
2.067784143210932e+18,J203333.9+411937
2.0677810164745009e+18,J203336.9+411611
2.0678814843489928e+18,J203342.9+413000
2.0679286602693064e+18,J203346.0+413301
2.0677673370018025e+18,J203346.8+410801
2.067875127797303e+18,J203347.7+412041
2.0677795046459927e+18,J203348.2+411032
2.0678750247180828e+18,J203348.8+411940
2.067875643193391e+18,J203357.5+412320
2.067880556635549e+18,J203402.0+412945
2.067766379225921e+18,J203404.8+410513
2.0678773268205788e+18,J203407.9+412705
2.067887840900095e+18,J203413.5+413502
2.067877498618794e+18,J203424.5+412625
2.0677631837702413e+18,J203426.7+410401
2.0647590044674524e+18,J203431.0+405550
2.0678625478357944e+18,J203443.1+411356
2.0678576043301468e+18,J203445.1+410758
2.067886088553405e+18,J203450.3+413757
2.0678673581995904e+18,J203547.0+412244
2.06486191618018e+18,J203552.9+411503
2.064858445846736e+18,J203556.8+411007
2.0694418244889943e+18,J203900.9+422243
1.7516809711976356e+18,J204726.7+105139
1.7361344608971174e+18,J204812.1+070117
6.471315430630963e+18,J205114.9-523726
6.456322112116572e+18,J205448.6-582715
6.913828140222843e+18,J205605.5-044058
1.858563229534791e+18,J205621.3+301718
2.162122962429748e+18,J205651.7+434252
2.1622216092498964e+18,J205821.5+435344
6.909906839376332e+18,J205822.1-065004
6.485133607434175e+18,J205829.9-423634
6.909497782395505e+18,J210211.5-064644
2.162805896614572e+18,J210335.6+454505
6.909412364085539e+18,J210451.8-071209
6.91107351999783e+18,J210748.2-062154
1.7335310278157107e+18,J211452.5+060742
6.579957899690993e+18,J211455.7-432343
2.689456538767445e+18,J211817.4+001316
1.7851168835756708e+18,J212246.3+170437
1.7460629821754455e+18,J212407.6+115056
6.898142168038309e+18,J212512.4-071329
6.575525901462991e+18,J212630.7-460547
6.578000592899581e+18,J213315.5-425426
6.578035781568435e+18,J213426.3-422958
2.686638073853068e+18,J213520.5-010318
6.461866502576829e+18,J213617.3-542552
2.1781784091881672e+18,J213930.6+565910
6.815047710640885e+18,J214001.4-234113
6.815048290460869e+18,J214018.3-234056
6.814998159602107e+18,J214041.4-234719
1.766813794544073e+18,J214228.4+123118
6.565183517134762e+18,J214328.9-453850
2.696865426071764e+18,J214832.2+044215
6.810108390874922e+18,J214851.7-274657
6.81021755605937e+18,J215207.4-273150
1.974732130558952e+18,J215246.9+471348
2.2043708334379607e+18,J215323.3+623834
2.2043699443877217e+18,J215334.0+623554
1.779015796632243e+18,J215334.8+173631
2.2043697382293e+18,J215340.5+623525
1.7792068367777833e+18,J215340.8+174415
1.7792058403453665e+18,J215345.5+174147
2.2043657525001167e+18,J215407.7+623221
2.725126310879437e+18,J215531.2+084917
2.679863948354232e+18,J215841.9-011500
6.612887104710588e+18,J220232.9-320801
2.696140916628468e+18,J220418.3+044039
1.8937263286350828e+18,J220602.6+293002
6.599201174242842e+18,J221009.9-360519
6.825999117035864e+18,J221413.2-170101
2.7348751607919647e+18,J221453.8+140022
2.5988639918877865e+18,J221527.2-161133
2.0011685433192184e+18,J221532.7+513536
6.822807681458845e+18,J221603.1-174316
6.398016174428346e+18,J221651.9-671443
2.678722517845778e+18,J221738.4+001206
2.679098413383041e+18,J221755.2+001512
6.407999916104238e+18,J221756.6-594130
2.6826433075909816e+18,J221802.3+022138
6.621788609115562e+18,J221935.3-271903
1.7776369016766868e+18,J222202.2+195231
1.7777434168653972e+18,J222221.1+195947
2.2066555541759365e+18,J222602.1+653146
2.621591721867703e+18,J222852.6-075346
2.6541159673071846e+18,J223045.0-000538
6.621415775889323e+18,J223546.2-260301
2.0068888255923973e+18,J223653.9+565421
2.279558908873812e+18,J223839.8+751419
2.2010915786671404e+18,J223920.8+611626
2.704731018723593e+18,J224022.8+032450
2.002285891954662e+18,J224215.3+530917
1.929191630241425e+18,J224506.0+394016
1.9291894655792748e+18,J224548.7+394116
2.649666033298793e+18,J224645.2-021816
2.704983601455817e+18,J224729.8+034558
2.7320370464024924e+18,J224749.5+134248
2.609955555950762e+18,J225257.6-084140
1.886254120627587e+18,J225338.6+295712
2.207263511087889e+18,J225354.0+623548
2.2072778777579564e+18,J225355.0+624337
2.2070064315248937e+18,J225643.5+620729
6.553947165427871e+18,J225710.6-362744
2.816788197241265e+18,J230157.3+155550
2.713766186805709e+18,J230240.2+083610
2.008712503061265e+18,J230241.2+551312
2.0087129153769152e+18,J230250.3+551420
2.013347597404028e+18,J230251.8+590233
2.8147616255114665e+18,J230456.6+121922
2.659180764541833e+18,J231132.4+033927
6.49223672742661e+18,J231518.9-591028
6.492262295366843e+18,J231546.7-590315
2.844139785934081e+18,J231600.6+253324
2.659277212327219e+18,J231635.2+040518
1.9366637738253875e+18,J231830.9+425541
2.870437424009861e+18,J231836.9+304836
2.645245313652705e+18,J231943.8+003504
2.6452408125269944e+18,J232007.5+002944
2.8251287445560914e+18,J232207.1+194423
2.0104788684835407e+18,J232322.7+585249
2.81387974417176e+18,J232424.7+144254
2.813881152921035e+18,J232428.4+144323
2.645322928006139e+18,J232546.5+001749
2.644562860529296e+18,J232741.5+001707
2.644585464942344e+18,J232801.4+001705
2.839788296867731e+18,J232802.7+233657
2.6445874234474435e+18,J232817.6+001946
2.644524064089754e+18,J233023.4+000811
2.824755705173405e+18,J233209.7+194517
2.6444098222545623e+18,J233228.2+000032
2.6458924750293903e+18,J233722.0+002239
1.9185762577928187e+18,J233901.2+362108
2.4406606238864056e+18,J233938.7-053305
2.435833222379739e+18,J234053.0-090314
6.533674954150524e+18,J234443.9-424312
1.945016660584494e+18,J234704.8+514218
2.3282947961353047e+18,J234738.6-280500
2.435909569718465e+18,J234807.1-091202
2.6431815947525115e+18,J234812.8+010022
2.643186679993864e+18,J234820.8+010024
2.8672126251251835e+18,J235456.4+292832
2.449783654115282e+18,J235653.8-010731
2.312885248045684e+18,J235700.7-344533
2.738473415672342e+18,J235718.3+004350
2.7382676695591004e+18,J235833.2+003453
6.488149125448221e+18,J235904.2-605459
2.335101047989043e+18,J235939.7-250056
2.312679982969581e+18,J235942.1-345953
