name,usrid,ra,dec,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,extent_flag,pileup_flag,sat_src_flag,streak_src_flag,conf_flag,flux_aper90_mean_b,e_flux_aper90_mean_b,flux_aper90_mean_h,e_flux_aper90_mean_h,flux_aper90_mean_m,e_flux_aper90_mean_m,flux_aper90_mean_s,e_flux_aper90_mean_s,kp_intra_prob_b,ks_intra_prob_b,var_inter_prob_b,nh_gal,flux_powlaw_mean,e_flux_powlaw_mean,powlaw_gamma_mean,e_powlaw_gamma_mean,powlaw_nh_mean,e_powlaw_nh_mean,powlaw_ampl_mean,e_powlaw_ampl_mean,powlaw_stat,remove_code,flux_significance_b_max,flux_aper90_ave_s,e_flux_aper90_ave_s,flux_aper90_ave_m,e_flux_aper90_ave_m,flux_aper90_ave_h,e_flux_aper90_ave_h,chisqr,dof,kp_prob_b_max,var_inter_prob,significance_max,flux_flag,flux_aper90_ave_b,e_flux_aper90_ave_b,_q,_rs_gaia,_r_gaia,EDR3Name_gaia,RA_ICRS_gaia,e_RA_ICRS_gaia,DE_ICRS_gaia,e_DE_ICRS_gaia,Source_gaia,SolID_gaia,RandomI_gaia,Epoch_gaia,Plx_gaia,e_Plx_gaia,RPlx_gaia,PM_gaia,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,RADEcor_gaia,RAPlxcor_gaia,RApmRAcor_gaia,RApmDEcor_gaia,DEPlxcor_gaia,DEpmRAcor_gaia,DEpmDEcor_gaia,PlxpmRAcor_gaia,PlxpmDEcor_gaia,pmRApmDEcor_gaia,NAL_gaia,NAC_gaia,NgAL_gaia,NbAL_gaia,gofAL_gaia,chi2AL_gaia,epsi_gaia,sepsi_gaia,Solved_gaia,APF_gaia,nueff_gaia,pscol_gaia,e_pscol_gaia,RApscolCorr_gaia,DEpscolCorr_gaia,PlxpscolCorr_gaia,pmRApscolCorr_gaia,pmDEpscolCorr_gaia,MatchObsA_gaia,Nper_gaia,amax_gaia,MatchObs_gaia,NewMatchObs_gaia,MatchObsrm_gaia,IPDgofha_gaia,IPDgofhp_gaia,IPDfmp_gaia,IPDfow_gaia,RUWE_gaia,SDSk1_gaia,SDSk2_gaia,SDSk3_gaia,SDSk4_gaia,SDMk1_gaia,SDMk2_gaia,SDMk3_gaia,SDMk4_gaia,Dup_gaia,o_Gmag_gaia,FG_gaia,e_FG_gaia,RFG_gaia,Gmag_gaia,e_Gmag_gaia,o_BPmag_gaia,FBP_gaia,e_FBP_gaia,RFBP_gaia,BPmag_gaia,e_BPmag_gaia,o_RPmag_gaia,FRP_gaia,e_FRP_gaia,RFRP_gaia,RPmag_gaia,e_RPmag_gaia,NBPcont_gaia,NBPblend_gaia,NRPcont_gaia,NRPblend_gaia,Mode_gaia,E_BP_RP__gaia,BP-RP_gaia,BP-G_gaia,G-RP_gaia,RVDR2_gaia,e_RVDR2_gaia,o_RVDR2_gaia,Tefftemp_gaia,loggtemp_gaia,__Fe_H_temp_gaia,GLON_gaia,GLAT_gaia,ELON_gaia,ELAT_gaia,PS1_gaia,SDSSDR13_gaia,SkyMapper2_gaia,URAT1_gaia,GmagCorr_gaia,e_GmagCorr_gaia,FGCorr_gaia,E_BP_RP_Corr_gaia,RAJ2000_gaia,e_RAJ2000_gaia,DEJ2000_gaia,e_DEJ2000_gaia,RADEcorJ2000_gaia,_r_gaiadist,RA_ICRS_gaiadist,DE_ICRS_gaiadist,rgeo_gaiadist,b_rgeo_gaiadist,B_rgeo_gaiadist,rpgeo_gaiadist,b_rpgeo_gaiadist,B_rpgeo_gaiadist,Flag_gaiadist,_rs_2mass,_r_2mass,RAJ2000_2mass,DEJ2000_2mass,errMaj_2mass,errMin_2mass,errPA_2mass,_2MASS_2mass,Jmag_2mass,Jcmsig_2mass,e_Jmag_2mass,Jsnr_2mass,Hmag_2mass,Hcmsig_2mass,e_Hmag_2mass,Hsnr_2mass,Kmag_2mass,Kcmsig_2mass,e_Kmag_2mass,Ksnr_2mass,Qflg_2mass,Rflg_2mass,Bflg_2mass,Cflg_2mass,Ndet_2mass,prox_2mass,pxPA_2mass,pxCntr_2mass,Xflg_2mass,Aflg_2mass,Cntr_2mass,Hemis_2mass,Date_2mass,Scan_2mass,GLON_2mass,GLAT_2mass,Xscan_2mass,_tab1_36_2mass,Jpsfchi_2mass,Hpsfchi_2mass,Kpsfchi_2mass,Jstdap_2mass,e_Jstdap_2mass,Hstdap_2mass,e_Hstdap_2mass,Kstdap_2mass,e_Kstdap_2mass,edgeNS_2mass,edgeEW_2mass,edge_2mass,dup_2mass,use_2mass,opt_2mass,Dopt_2mass,PAopt_2mass,Bmag_2mass,Rmag_2mass,Nopt_2mass,extKey_2mass,scanKey_2mass,coaddKey_2mass,coadd_2mass,Opt_2mass,_rs_catwise,_r_catwise,objID_catwise,RA_ICRS_catwise,e_RA_ICRS_catwise,DE_ICRS_catwise,e_DE_ICRS_catwise,Name_catwise,ePos_catwise,Xpos_catwise,Ypos_catwise,skyW1_catwise,e_skyW1_catwise,confW1_catwise,skyW2_catwise,e_skyW2_catwise,confW2_catwise,nW1_catwise,mW1_catwise,nW2_catwise,mW2_catwise,_tab1_20_catwise,RAPMdeg_catwise,e_RAPMdeg_catwise,DEPMdeg_catwise,e_DEPMdeg_catwise,ePosPM_catwise,pmRA_catwise,e_pmRA_catwise,pmDE_catwise,e_pmDE_catwise,snrW1pm_catwise,snrW2pm_catwise,FW1pm_catwise,e_FW1pm_catwise,FW2pm_catwise,e_FW2pm_catwise,W1mproPM_catwise,e_W1mproPM_catwise,chi2W1pm_catwise,W2mproPM_catwise,e_W2mproPM_catwise,chi2W2pm_catwise,chi2pm_catwise,pmQual_catwise,Dist_catwise,dW1mpro_catwise,chi2dW1mpro_catwise,dW2mpro_catwise,chi2dW2mpro_catwise,ELONavg_catwise,e_ELONavg_catwise,ELATavg_catwise,e_ELATavg_catwise,dELON_catwise,e_dELON_catwise,dELAT_catwise,e_dELAT_catwise,snrdELON_catwise,snrdELAT_catwise,chi2pmRA_catwise,chi2pmDE_catwise,ka_catwise,k1_catwise,k2_catwise,km_catwise,plx1_catwise,e_plx1_catwise,plx2_catwise,e_plx2_catwise,Sep_catwise,ccf_catwise,abf_catwise,WISEA_catwise,_rs_unwise,_r_unwise,objID_unwise,RAJ2000_unwise,DEJ2000_unwise,XposW1_unwise,XposW2_unwise,YposW1_unwise,YposW2_unwise,FW1_unwise,FW2_unwise,e_XposW1_unwise,e_XposW2_unwise,e_YposW1_unwise,e_YposW2_unwise,e_FW1_unwise,e_FW2_unwise,q_W1_unwise,q_W2_unwise,rchi2W1_unwise,rchi2W2_unwise,fFW1_unwise,fFW2_unwise,FW1lbs_unwise,FW2lbs_unwise,e_FW1lbs_unwise,e_FW2lbs_unwise,fwhmW1_unwise,fwhmW2_unwise,SpModW1_unwise,SpModW2_unwise,e_SpModW1_unwise,e_SpModW2_unwise,skyW1_unwise,skyW2_unwise,RAW1deg_unwise,RAW2deg_unwise,DEW1deg_unwise,DEW2deg_unwise,coaddID_unwise,detIDW1_unwise,detIDW2_unwise,nmW1_unwise,nmW2_unwise,PrimW1_unwise,PrimW2_unwise,FlagsW1_unwise,FlagsW2_unwise,f_FlagsW1_unwise,f_FlagsW2_unwise,Prim_unwise,_rs_allwise,_r_allwise,AllWISE_allwise,RAJ2000_allwise,DEJ2000_allwise,eeMaj_allwise,eeMin_allwise,eePA_allwise,Im_allwise,W1mag_allwise,e_W1mag_allwise,W2mag_allwise,e_W2mag_allwise,W3mag_allwise,e_W3mag_allwise,W4mag_allwise,e_W4mag_allwise,Jmag_allwise,e_Jmag_allwise,Hmag_allwise,e_Hmag_allwise,Kmag_allwise,e_Kmag_allwise,wx_allwise,wy_allwise,ID_allwise,snr1_allwise,chi2W1_allwise,snr2_allwise,chi2W2_allwise,snr3_allwise,chi2W3_allwise,snr4_allwise,chi2W4_allwise,chi2_allwise,nb_allwise,na_allwise,sat1_allwise,sat2_allwise,sat3_allwise,sat4_allwise,ccf_allwise,ex_allwise,var_allwise,nW1_allwise,mW1_allwise,nW2_allwise,mW2_allwise,nW3_allwise,mW3_allwise,nW4_allwise,mW4_allwise,satnum_allwise,RA_pm_allwise,e_RA_pm_allwise,DE_pm_allwise,e_DE_pm_allwise,cosig_pm_allwise,pmRA_allwise,e_pmRA_allwise,pmDE_allwise,e_pmDE_allwise,chi2W1_pm_allwise,chi2W2_pm_allwise,chi2W3_pm_allwise,chi2W4_pm_allwise,chi2pm_allwise,qpm_allwise,qph_allwise,fdet_allwise,fmoon_allwise,covW1_allwise,covW2_allwise,covW3_allwise,covW4_allwise,_2Mkey_allwise,d2M_allwise,_2M_allwise
2CXO J130621.7-604328,1,196.59058333333329,-60.72454444444445,0.79,0.77,120.9,2.63,False,False,False,False,False,1.5486139084708468e-14,6.321918189093557e-15,6.1137744327378916e-15,3.843962062657681e-15,3.997797884560803e-15,1.9475000291091723e-15,5.374566767409772e-15,4.625780894839296e-15,0.695,0.681,,88.44,,,,,,,,,,0,2.63,5.374566767409772e-15,4.625780894839296e-15,3.997797884560803e-15,1.9475000291091723e-15,6.1137744327378916e-15,3.843962062657681e-15,,0.0,0.695,,2.63,0,1.5486139084708468e-14,6.321918189093557e-15,1,"[0.2552720832412753, 2.2521009022026544, 4.89758111476617, 5.025078222035859, 9.288253095059154, 9.596186901885837]",0.2552720832412753,Gaia EDR3 6055821050370180608,196.59069001574,0.0459,-60.72449641838,0.0588,6055821050370180608,1.6360425158051103e+18,1164692232.0,2016.0,0.4909,0.0735,6.6764,4.572,-4.405,0.06,-1.226,0.081,-0.0205,0.0155,-0.2799,0.2491,-0.0347,0.2253,-0.3804,0.0363,0.1228,0.0761,457.0,0.0,455.0,2.0,4.5554,629.31,0.331,4.65,31.0,0.0,1.342,,,,,,,,53.0,25.0,0.116012,63.0,22.0,0.0,0.0126,127.0,0.0,0.0,1.155,0.223,0.272,0.0992,0.174,-75.71,-70.06,52.456,-4.427,0.0,513.0,3060.3,3.2975,928.07,16.97295,0.002993,56.0,889.3,6.5267,136.255,17.96592,0.008443,56.0,3259.6,10.915,298.648,15.964979,0.005244,0,1,0,1,0.0,1.356,2.00094,0.992969,1.007971,,,0.0,,,,304.7567552872,2.094361286,225.3902034303,-48.138397652,,,336262218,,16.97295,0.002993,3060.3,0.021,196.59073005202,0.9769,-60.7244909702,1.3237,0.0523,0.255,196.59069001574,-60.72449641838,2002.08533,1705.47656,2672.4314,1886.10828,1700.97668,2117.50757,10033,"[0.32, 8.809]",0.32,196.590722,-60.724487,0.06,0.06,45.0,13062177-6043281,14.434,0.038,0.04,41.6,13.643,0.047,0.048,43.8,13.447,0.048,0.049,27.7,AAA,222,111,000,666655,9.1,244.0,951692449.0,0.0,0.0,951692434.0,s,2000-02-20,108.0,304.757,2.094,-40.9,2451594.8279,1.21,0.94,1.16,14.373,0.036,13.531,0.049,13.313,0.05,3144.0,211.0,ne,0.0,1.0,U,0.1,78,18.3,16.8,1.0,,51037.0,1173832.0,44.0,Opt,"[0.278, 9.139]",0.278,1980m606_b0-043335,196.590707,0.0318,-60.7244965,0.0359,J130621.76-604328.1,0.0054,1928.777,822.714,-23.48,29.8,6.87,7.9,29.6,15.86,12.0,12.0,12.0,12.0,57136.369029,196.5907029,0.0317,-60.7244902,0.036,0.0066,0.00058,0.0069,-0.004,0.0081,64.9,83.4,5900.0,90.0,5600.0,70.0,13.073,0.017,2.424,13.128,0.013,1.638,2.017,3N000,0.106,-0.041,1.395,-0.177,42.916,225.390198,0.033,-48.138395,0.035,-0.032,0.066,-0.106,0.071,0.479,1.496,1.83,8.34,3,3,3,3,-0.019,0.033,-0.019,0.033,0.105,0O00,00,WISEA,"[0.209, 0.242, 9.143, 9.327]",0.209,1980m606o0021739,196.5906861,-60.7245154,821.683,821.726,1927.788,1927.785,5718.3,5493.4,0.004,0.012,0.004,0.012,16.446,39.604,1.0,1.0,15.81,3.306,0.8993,0.8404,5748.7,5514.3,16.785,40.607,2.6252,2.846,0.00127137,-5.14984e-05,0.000128967,0.000303,-77.916,-76.324,196.5906861,196.590691,-60.7245154,-60.7244825,1980m606,1980m606w1o0022426,1980m606w2o0018775,159.0,149.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,[0.182],0.182,J130621.75-604328.2,196.5906543,-60.7245077,0.071,0.0684,9.3,Im,13.115,0.032,13.235,0.043,10.792,0.175,7.767,0.142,14.434,0.04,13.643,0.048,13.447,0.049,3856.479,1644.415,1.980060601351036e+18,34.4,1.6,25.2,1.36,6.2,0.715,7.6,1.12,1.21,1.0,0.0,0.0,0.0,0.0,0.0,0O00,0.0,0n0n,30.0,30.0,30.0,30.0,11.0,28.0,6.0,28.0,0.0,196.5906544,0.072,-60.7245104,0.0745,0.012,5,90,-55,95,1.59,1.36,0.715,1.12,1.2,2N000,AABB,15.0,11.0,31.731,31.367,30.264,30.207,951692434,0.141,2M
2CXO J130646.2-604433,2,196.69254166666664,-60.74274444444445,0.89,0.84,40.6,1.84,False,False,False,False,False,1.1116725416335891e-14,5.7326752511176936e-15,5.3438794884274654e-15,4.716483788208565e-15,2.73684042308784e-15,1.854100001223022e-15,3.036005504820585e-15,2.6796752407349484e-15,0.043,0.295,,89.15,,,,,,,,,,0,1.84,3.036005504820585e-15,2.6796752407349484e-15,2.73684042308784e-15,1.854100001223022e-15,5.3438794884274654e-15,4.716483788208565e-15,,0.0,0.043,,1.84,0,1.1116725416335891e-14,5.7326752511176936e-15,2,"[0.23909105601235228, 1.7615275911633166, 3.056454595691975, 4.128003641524546, 6.546868045055286, 8.538631080006093, 9.447277067242675]",0.23909105601235228,Gaia EDR3 6055808612143748224,196.69242641962,0.1026,-60.7427796347,0.1155,6055808612143748224,1.6360425158051103e+18,865825943.0,2016.0,0.3499,0.1595,2.193,5.441,-5.232,0.135,-1.492,0.155,0.1188,0.0408,-0.2211,0.1302,-0.041,0.1395,-0.081,0.0312,0.1873,0.2265,468.0,0.0,466.0,2.0,98.0959,15022.25,1.531,418.0,31.0,0.0,1.448,,,,,,,,55.0,27.0,0.226717,65.0,21.0,0.0,0.0243,79.2,43.0,0.0,5.599,0.205,0.237,0.193,0.241,-104.212,-66.239,47.087,-5.945,0.0,522.0,11881.0,11.04,1076.228,15.500198,0.002934,61.0,5247.8,7.5575,694.385,16.038603,0.003198,62.0,10682.0,14.583,732.499,14.676288,0.00406,0,20,0,22,0.0,1.341,1.362315,0.538404,0.823911,,,0.0,,,,304.80536342,2.0731879602,225.4670214832,-48.1250062856,,,336260935,,15.500198,0.002934,11881.0,0.087,196.69247400239,2.19,-60.74277300229,2.4892,0.2106,0.239,196.69242641962,-60.7427796347,3282.823,2197.89429,6758.56152,2209.28418,1659.60583,2879.3772,10033,"[0.111, 6.677, 9.376]",0.111,196.692479,-60.742748,0.06,0.06,90.0,13064619-6044338,13.589,0.032,0.035,97.0,13.15,0.047,0.048,69.0,13.025,0.041,0.042,40.9,AAA,222,111,000,666655,6.8,73.0,951837162.0,0.0,0.0,951837155.0,s,2000-02-20,109.0,304.805,2.073,209.2,2451594.836,1.57,2.16,1.21,13.515,0.012,13.043,0.037,12.965,0.042,3217.0,43.0,nw,1.0,1.0,U,0.7,44,16.3,15.2,1.0,,51038.0,1173871.0,233.0,Opt,"[0.21, 9.444]",0.21,1980m606_b0-033560,196.6925328,0.0355,-60.7428027,0.0362,J130646.20-604434.0,0.0109,1863.12,800.104,10.11,50.2,15.28,37.65,40.9,35.94,12.0,12.0,12.0,12.0,57123.703791,196.6925271,0.0373,-60.7427971,0.0374,0.0125,0.00454,0.0077,-0.01965,0.0079,60.1,79.6,7500.0,100.0,6900.0,90.0,12.806,0.018,4.446,12.904,0.014,4.01,4.196,3N000,0.261,0.035,0.905,0.015,0.311,225.467088,0.034,-48.125,0.038,-0.301,0.068,-0.055,0.075,4.398,0.736,0.952,11.0,3,3,3,3,-0.149,0.035,-0.152,0.035,,,00,WISEA,"[0.257, 8.497, 9.431]",0.257,1980m606o0086502,196.6925061,-60.7428137,799.083,799.118,1862.134,1862.081,7851.3,7927.7,0.004,0.01,0.004,0.011,20.15,46.514,1.0,1.0,224.7,26.48,0.5473,0.507,7967.5,8033.5,20.468,47.469,2.6225,2.8438,0.000597477,0.000908136,0.000103371,0.000235,-83.13,-90.795,196.6925061,196.69259,-60.7428137,-60.7427875,1980m606,1980m606w1o0092211,1980m606w2o0078530,159.0,152.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,[9.39],9.39,J130644.93-604433.0,196.6872255,-60.7425133,0.0425,0.0402,132.5,Im,10.881,0.023,10.997,0.023,10.707,0.129,9.295,,12.08,0.024,11.285,0.022,11.075,0.021,3731.927,1599.847,1.980060601351012e+18,46.5,3.76,47.3,3.14,8.4,0.742,-0.1,0.917,2.2,1.0,0.0,0.0,0.0,0.0,0.0,0hO0,1.0,11nn,32.0,32.0,32.0,32.0,18.0,30.0,0.0,29.0,0.0,196.6872167,0.0423,-60.742519,0.0422,-0.0096,-96,41,-97,41,3.75,3.14,0.742,0.917,2.19,1N000,AABU,7.0,11.0,31.787,31.548,29.857,30.007,951692652,0.119,2M
2CXO J130646.6-604459,3,196.6942083333333,-60.74999722222222,0.94,0.82,151.5,1.68,False,False,False,False,False,1.0473369251339286e-14,6.184193145409923e-15,2.255877673016883e-15,1.8044500380143736e-15,1.6523290417910252e-15,1.184678073498037e-15,6.565162536531378e-15,5.795234488976092e-15,0.419,0.147,,89.36,,,,,,,,,,0,1.68,6.565162536531378e-15,5.795234488976092e-15,1.6523290417910252e-15,1.184678073498037e-15,2.255877673016883e-15,1.8044500380143736e-15,,0.0,0.419,,1.68,0,1.0473369251339286e-14,6.184193145409923e-15,3,"[0.033117840245056096, 0.9817020642493695, 3.1677068275340523, 3.738222594533325, 4.841520874503882, 5.100675556249288, 5.428177722683167, 5.4397002532755385, 6.0632535158498895, 6.814043731838914, 7.188344740594205, 8.844093089599902, 8.84886792774232, 8.995515689532548, 9.014965950619668, 9.411653333929532, 9.90177859108425]",0.033117840245056096,Gaia EDR3 6055808612143747840,196.69418956237,0.0275,-60.74999651134,0.0315,6055808612143747840,1.6360425158051103e+18,559534097.0,2016.0,1.2163,0.042,28.9385,3.642,-2.974,0.036,-2.102,0.042,0.125,0.016,-0.336,0.0692,-0.0683,0.0826,-0.1751,0.0469,0.1475,0.2341,465.0,0.0,462.0,3.0,8.9295,811.35,0.219,6.08,31.0,1.0,1.416,,,,,,,,54.0,27.0,0.0614645,64.0,22.0,0.0,0.0196,110.0,10.0,0.0,1.309,0.174,0.26,0.173,0.214,-110.898,-63.849,46.738,-4.293,0.0,519.0,8091.0,9.465,854.834,15.917363,0.003034,60.0,3156.8,20.386,154.851,16.590427,0.007546,60.0,7444.3,29.099,255.826,15.068337,0.005683,0,60,0,60,0.0,1.31,1.52209,0.673064,0.849026,,,0.0,,,,304.805794041,2.0659325842,225.4742533117,-48.130440005,,,336260956,,15.917363,0.003034,8091.0,0.037,196.69421661385,0.5888,-60.74998716842,0.6771,0.2214,0.033,196.69418956237,-60.74999651134,800.974182,764.899536,826.685364,804.554626,779.424744,829.887329,10033,"[0.111, 4.778, 6.275, 9.462]",0.111,196.694247,-60.749973,0.06,0.06,90.0,13064661-6044599,13.957,0.053,0.054,69.1,13.333,0.05,0.051,58.3,13.202,0.055,0.056,34.7,AAA,222,111,000,666666,4.9,198.0,951837037.0,0.0,0.0,951837068.0,s,2000-02-20,109.0,304.806,2.066,206.1,2451594.836,0.93,0.88,1.44,13.889,0.02,13.286,0.052,13.073,0.051,3243.0,46.0,nw,1.0,1.0,U,0.2,358,16.4,15.7,3.0,,51038.0,1173871.0,233.0,Opt,"[0.286, 7.639]",0.286,1980m606_b0-037358,196.6943268,0.05,-60.7500517,0.0574,J130646.63-604500.1,-0.0049,1861.783,790.638,12.41,49.0,9.54,45.79,47.0,11.6,12.0,12.0,12.0,12.0,57115.802623,196.694321,0.0506,-60.7500454,0.0579,0.0045,0.01322,0.009,0.00858,0.0105,50.5,51.0,7100.0,100.0,6400.0,100.0,12.877,0.022,2.681,12.98,0.021,1.097,1.876,3N000,0.132,0.03,0.433,-0.001,0.001,225.474367,0.053,-48.130449,0.055,-0.153,0.106,-0.075,0.11,1.453,0.685,2.18,4.83,3,3,3,3,-0.08,0.053,-0.08,0.053,0.313,0hO0,00,WISEA,"[0.394, 6.0, 8.376]",0.394,1980m606o0086241,196.694002,-60.7500395,789.644,789.721,1860.989,1860.893,6826.0,6844.5,0.004,0.011,0.004,0.01,17.968,41.953,1.0,1.0,86.0,10.51,0.7412,0.7241,6891.5,6952.6,18.35,43.067,2.6234,2.845,0.00376946,0.00302082,0.000113261,0.000254,-82.623,-88.2,196.694002,196.6941548,-60.7500395,-60.7499819,1980m606,1980m606w1o0091917,1980m606w2o0078311,164.0,154.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,"[0.48, 9.419]",0.48,J130646.67-604500.0,196.6944805,-60.7500055,0.089,0.0842,10.7,Im,12.826,0.037,12.938,0.047,12.382,,8.75,,13.957,0.054,13.333,0.051,13.202,0.056,3722.255,1580.421,1.980060601351013e+18,29.2,3.78,23.1,1.59,-1.2,0.799,-0.9,0.772,1.79,3.0,1.0,0.0,0.0,0.0,0.0,0hO0,1.0,nnnn,32.0,32.0,32.0,32.0,1.0,30.0,0.0,29.0,0.0,196.69453,0.0855,-60.7500171,0.0899,-0.0067,222,67,-110,71,8.28,2.93,0.823,0.774,3.33,2N000,AAUU,3.0,11.0,31.937,31.768,28.912,29.842,951837068,0.427,2M
